5.000000000000000104e-03 1.368742027746220113e+00 -3.000000000000000000e+00 1.731325851635292790e-01 1.741576891671256511e-01 0.000000000000000000e+00 1.568341442422556279e-04 0.000000000000000000e+00
6.000000000000000125e-03 1.642490433295464181e+00 -3.000000000000000000e+00 1.756319731978997767e-01 1.766687140344070095e-01 0.000000000000000000e+00 1.178152697273974499e-04 0.000000000000000000e+00
7.000000000000000146e-03 1.916238838844708470e+00 -3.000000000000000000e+00 1.775655888583240472e-01 1.786112706534648820e-01 0.000000000000000000e+00 9.277352516821613928e-05 0.000000000000000000e+00
8.000000000000000167e-03 2.189987244393952537e+00 -3.000000000000000000e+00 1.791517575757848035e-01 1.802047336232379116e-01 0.000000000000000000e+00 7.546583409513615013e-05 0.000000000000000000e+00
8.999999999999999320e-03 2.463735649943195938e+00 -3.000000000000000000e+00 1.804624908968516794e-01 1.815214672093583836e-01 0.000000000000000000e+00 6.313968855623381922e-05 0.000000000000000000e+00
1.000000000000000021e-02 2.737484055492440227e+00 -3.000000000000000000e+00 1.816081216162278578e-01 1.826723221367649030e-01 0.000000000000000000e+00 5.374086136486476043e-05 0.000000000000000000e+00
1.099999999999999936e-02 3.011232461041684072e+00 -3.000000000000000000e+00 1.826230207328694011e-01 1.836918336001809871e-01 0.000000000000000000e+00 4.638518156159886891e-05 0.000000000000000000e+00
1.200000000000000025e-02 3.284980866590928361e+00 -3.000000000000000000e+00 1.835253830030904865e-01 1.845982842978498573e-01 0.000000000000000000e+00 4.049144867346138289e-05 0.000000000000000000e+00
1.299999999999999940e-02 3.558729272140172206e+00 -3.000000000000000000e+00 1.843281091988097087e-01 1.854046376430244503e-01 0.000000000000000000e+00 3.576029063323225290e-05 0.000000000000000000e+00
1.400000000000000029e-02 3.832477677689416939e+00 -3.000000000000000000e+00 1.850828317424674796e-01 1.861627619965840752e-01 0.000000000000000000e+00 3.163086623980240265e-05 0.000000000000000000e+00
1.499999999999999944e-02 4.106226083238660785e+00 -3.000000000000000000e+00 1.857650690578086516e-01 1.868480673184471641e-01 0.000000000000000000e+00 2.839081018224782577e-05 0.000000000000000000e+00
1.600000000000000033e-02 4.379974488787905074e+00 -3.000000000000000000e+00 1.863730286667550917e-01 1.874587552921209987e-01 0.000000000000000000e+00 2.572770186651214064e-05 0.000000000000000000e+00
1.700000000000000122e-02 4.653722894337149363e+00 -3.000000000000000000e+00 1.869758017672140116e-01 1.880642282113799135e-01 0.000000000000000000e+00 2.320393910290861103e-05 0.000000000000000000e+00
1.799999999999999864e-02 4.927471299886391876e+00 -3.000000000000000000e+00 1.875030192289101061e-01 1.885938028051092619e-01 0.000000000000000000e+00 2.121701357088383758e-05 0.000000000000000000e+00
1.899999999999999953e-02 5.201219705435637053e+00 -3.000000000000000000e+00 1.880226456738026963e-01 1.891157485437232610e-01 0.000000000000000000e+00 1.934458858038381256e-05 0.000000000000000000e+00
2.000000000000000042e-02 5.474968110984880454e+00 -3.000000000000000000e+00 1.885011145830771673e-01 1.895963496092520351e-01 0.000000000000000000e+00 1.778500880381300153e-05 0.000000000000000000e+00
2.019999999999999921e-02 5.529717792094730022e+00 -3.000000000000000000e+00 1.885964825306914727e-01 1.896921421323210788e-01 0.000000000000000000e+00 1.746179910473466171e-05 0.000000000000000000e+00
2.040000000000000147e-02 5.584467473204578702e+00 -3.000000000000000000e+00 1.886884098555886846e-01 1.897844786017120478e-01 0.000000000000000000e+00 1.716490805737867675e-05 0.000000000000000000e+00
2.060000000000000026e-02 5.639217154314427383e+00 -3.000000000000000000e+00 1.887926752132146890e-01 1.898892078638199921e-01 0.000000000000000000e+00 1.676875503690772732e-05 0.000000000000000000e+00
